DECK DIGEST — generated from myanki2/*.yaml. Read this instead of the yaml.
724 notes, 720 distinct word values.

Columns: id | file | word | markers | FULL back, every line, joined by ` // `
0044 | verbs | comprar | ch.2 | Ele compra vinho. // He buys wine.  (ch.2)
0045 | verbs | compreender | A1 | Eu compreendo a lição. // I understand the lesson.  (A1)
0046 | verbs | confiar em | ch.18 | Eu confio nas pessoas. // I trust people.  (ch.18)
0047 | verbs | conhecer | A1 | Eu conheço Lisboa. // I know Lisbon.  (A1)
0048 | verbs | continuar | ch.5 | Eu continuo a estudar português. // I continue to study Portuguese.  (ch.5)
0049 | verbs | controlar | A1 | Eu controlo o carro. // I control the car.  (A1)
0050 | verbs | correr até a | ch.4 | Eu corro até à estação. // I run to the station.  (ch.4)
0051 | verbs | cozinhar | A1 | Eu cozinho massa para o jantar. // I cook pasta for dinner.  (A1)
0052 | verbs | cumprimentar | A1 | Eu cumprimento o vizinho. // I greet the neighbour.  (A1)
0053 | verbs | cumprir | A1 | Eu cumpro as regras. // I follow the rules.  (A1)
0054 | verbs | dar a | ch.9 | A Ana dá a flor à amiga. // Ana gives the flower to the friend.  (ch.9)
0055 | verbs | dar um passeio | ch.5 | Eu dou um passeio no parque todos os dias. // I go for a walk in the park every day.  (ch.5)
0056 | verbs | decidir | ch.13 | Eu decido ir para casa. // I decide to go home.  (ch.13)
0057 | verbs | deixar | A1 | Eu deixo o livro na mesa. // I leave the book on the table.  (A1)
0058 | verbs | desaparecer | A1 | O gato desaparece no jardim. // The cat disappears in the garden.  (A1)
0059 | verbs | descobrir | A1 | Eu descubro um segredo. // I discover a secret.  (A1)
0060 | verbs | despir | A1 | Eu dispo o casaco. // I take off the coat.  (A1)
0061 | verbs | detestar | A1 | Eu detesto a segunda-feira. // I hate Monday.  (A1)
0062 | verbs | dever | ch.9 | Eu devo ser responsável. // I must be responsible.  (ch.9)
0063 | verbs | disparar | A1 | O homem dispara a arma. // The man shoots the gun.  (A1)
0064 | verbs | dizer | A1 | Eu digo a verdade. // I tell the truth.  (A1)
0065 | verbs | dormir | A1 | Eu durmo oito horas. // I sleep eight hours.  (A1)
0066 | verbs | empurrar | A1 | Eu empurro a porta. // I push the door.  (A1)
0067 | verbs | engasgar-se | A1 | Eu engasgo-me com a água. // I choke on the water.  (A1)
0068 | verbs | ensinar | A1 | Eu ensino inglês. // I teach English.  (A1)
0069 | verbs | entender | A1 | Eu não entendo a pergunta. // I don't understand the question.  (A1)
0070 | verbs | entrar | ch.10 | Eu entro no escritório. // I enter the office.  (ch.10)
0071 | verbs | escolher | A1 | Eu escolho o vinho tinto. // I choose the red wine.  (A1)
0072 | verbs | esconder | A1 | Eu escondo a chave. // I hide the key.  (A1)
0073 | verbs | escrever | A1 | Eu escrevo uma carta. // I write a letter.  (A1)
0074 | verbs | esfregar | A1 | Eu esfrego o chão. // I scrub the floor.  (A1)
0075 | verbs | esperar | A1 | Eu espero pelo autocarro. // I wait for the bus.  (A1)
0076 | verbs | esquecer-se de | ch.26 | O meu pai esquece-se das chaves. // My father forgets the keys.  (ch.26)
0077 | verbs | estacionar | A1 | Eu estaciono o carro na rua. // I park the car on the street.  (A1)
0078 | verbs | estar | A1,ch.5 | O gato está atrás da árvore. // The cat is behind the tree.  (ch.5) // Eu estou cansado. // I am tired.  (A1)
0079 | verbs | estender | A1 | Ele estende a mão para me ajudar. // He holds out his hand to help me.  (A1) // Vou estender a toalha na areia. // I'll spread the towel on the sand.  (A1)
0080 | verbs | esticar | A1 | Eu estico as pernas. // I stretch my legs.  (A1)
0081 | verbs | estudar | A1 | Eu estudo português. // I study Portuguese.  (A1)
0082 | verbs | existir | A1 | Os dragões não existem. // Dragons don't exist.  (A1)
0083 | verbs | explicar | A1 | O professor explica a lição. // The teacher explains the lesson.  (A1)
0084 | verbs | falar | ch.2 | Ele fala português. // He speaks Portuguese.  (ch.2)
0085 | verbs | fazer | A1 | Eu faço o jantar. // I make dinner.  (A1) // Faz frio hoje. // It's cold today.  (A1)
0086 | verbs | fazer anos | A1 | Eu faço anos em maio. // My birthday is in May. (lit. I make years in May)  (A1)
0087 | verbs | fazer sentido | A1 | Isso não faz sentido. // That doesn't make sense.  (A1)
0088 | verbs | ficar | ch.7 | Eu fico em casa. // I stay at home.  (ch.7)
0089 | verbs | fugir | ch.13 | Os criminosos fogem da prisão. // The criminals escape from prison.  (ch.13)
0090 | verbs | gostar de | A1,ch.7 | Eu gosto de desenhar. // I like to draw.  (ch.7) // Eu gosto de café. // I like coffee.  (A1)
0091 | verbs | guardar | A1 | Eu guardo o dinheiro no banco. // I keep the money in the bank.  (A1)
0092 | verbs | guiar | A1 | O homem guia o barco. // The man steers the boat.  (A1)
0093 | verbs | iluminar-se | A1 | O céu ilumina-se com o sol. // The sky lights up with the sun.  (A1)
0094 | verbs | inspirar | A1 | Eu inspiro ar puro. // I breathe in fresh air.  (A1)
0095 | verbs | ir | A1,ch.4 | Eu vou à escola. // I go to school.  (A1) // Eu vou comer. // I am going to eat.  (ch.4)
0096 | verbs | ir embora | A1 | Eu vou embora agora. // I am going away now.  (A1)
0097 | verbs | lavar-se | A1 | Eu lavo-me de manhã. // I wash up in the morning.  (A1)
0098 | verbs | levantar-se | A1 | Eu levanto-me às sete. // I get up at seven.  (A1)
0099 | verbs | levar | A1 | Eu levo o guarda-chuva. // I take the umbrella.  (A1)
0100 | verbs | libertar-se | ch.12 | O gato liberta-se da caixa. // The cat frees itself from the box.  (ch.12)
0101 | verbs | limpar | A1 | Eu limpo a casa. // I clean the house.  (A1)
0102 | verbs | lutar | A1 | Os soldados lutam na guerra. // The soldiers fight in the war.  (A1)
0103 | verbs | matar | A1 | O caçador mata o lobo. // The hunter kills the wolf.  (A1)
0104 | verbs | mentir | A1 | Tu mentes sempre. // You always lie.  (A1)
0105 | verbs | mergulhar | A1 | Eu mergulho no mar. // I dive into the sea.  (A1)
0106 | verbs | mexer | A1 | Eu mexo a sopa. // I stir the soup.  (A1)
0107 | verbs | morar em | ch.16 | Eu moro em Portugal desde 2015. // I have lived in Portugal since 2015.  (ch.16)
0108 | verbs | mostrar | A1 | Eu mostro a foto. // I show the photo.  (A1)
0109 | verbs | movimentar-se | ch.25 | A bailarina movimenta-se sem dificuldade. // The dancer moves without difficulty.  (ch.25)
0110 | verbs | nadar até a | ch.4 | A tartaruga nada até à praia. // The turtle swims to the beach.  (ch.4)
0111 | verbs | observar | A1 | Eu observo as estrelas. // I observe the stars.  (A1)
0112 | verbs | olhar para | ch.2 | Eu olho para os carros. // I look at the cars.  (ch.2)
0113 | verbs | olhar por | A1 | Eu olho pela janela. // I look out through the window.  (A1)
0114 | verbs | ouvir | A1 | Eu ouço música. // I listen to music.  (A1)
0115 | verbs | pagar | A1 | Eu pago a conta. // I pay the bill.  (A1)
0116 | verbs | parar | A1 | O carro para no semáforo. // The car stops at the traffic light.  (A1)
0117 | verbs | parecer | A1 | Ele parece cansado. // He seems tired.  (A1)
0118 | verbs | partir | A1 | O comboio parte às oito. // The train leaves at eight.  (A1)
0119 | verbs | passar em | A1 | Eu passo pela loja. // I pass by the shop.  (A1)
0120 | verbs | passar-se | A1 | O que se passa aqui? // What is happening here?  (A1)
0121 | verbs | pedir | A1 | Eu peço um café. // I ask for a coffee.  (A1)
0122 | verbs | pegar em | ch.9 | Eu pego numa flor. // I pick up a flower.  (ch.9)
0123 | verbs | pensar em | A1 | Eu penso em ti. // I think about you.  (A1)
0124 | verbs | perceber | A1 | Eu percebo tudo. // I understand everything.  (A1)
0125 | verbs | perder | A1 | Eu perco sempre as chaves. // I always lose the keys.  (A1)
0126 | verbs | perder-se | ch.26 | Eu nunca me perco. // I never get lost.  (ch.26)
0127 | verbs | perguntar | A1 | Eu pergunto as horas. // I ask the time.  (A1)
0128 | verbs | permanecer | A1 | As lojas permanecem abertas ao domingo. // The shops stay open on Sunday.  (A1) // Ele permaneceu calado toda a noite. // He remained silent all night.  (A1)
0129 | verbs | permitir | A1 | Eu permito a entrada. // I allow the entry.  (A1)
0130 | verbs | pertencer | A1 | A que equipa pertences? // Which team do you belong to?  (A1) // Esta mala pertence-me. // This bag belongs to me.  (A1)
0131 | verbs | pescar | A1 | O homem pesca no rio. // The man fishes in the river.  (A1)
0132 | verbs | poder | A1,ch.1 | Pode ajudar-me? // Can you help me?  (ch.1) // Eu posso ir contigo. // I can go with you.  (A1)
0133 | verbs | pôr | A1 | Eu ponho o livro na mesa. // I put the book on the table.  (A1)
0134 | verbs | pôr a mesa | A1 | Eu ponho a mesa para o jantar. // I set the table for dinner.  (A1)
0135 | verbs | precisar de | ch.4 | Eu preciso de pão. // I need bread.  (ch.4)
0136 | verbs | preencher | A1 | Eu preencho o formulário. // I fill in the form.  (A1)
0137 | verbs | prender | A1 | A polícia prende o ladrão. // The police arrest the thief.  (A1)
0138 | verbs | procurar | A1 | Eu procuro as chaves. // I look for the keys.  (A1)
0139 | verbs | proteger | A1 | Eu protejo a minha família. // I protect my family.  (A1)
0140 | verbs | provar | A1 | Eu provo a sopa. // I taste the soup.  (A1)
0141 | verbs | puxar | A1 | Eu puxo a corda. // I pull the rope.  (A1)
0142 | verbs | querer | A1 | Eu quero água. // I want water.  (A1) // Queres um chá? // Do you want a tea?  (A1)
0143 | verbs | receber | A1 | Eu recebo uma carta. // I receive a letter.  (A1)
0144 | verbs | recomendar | A1 | Eu recomendo este livro. // I recommend this book.  (A1)
0145 | verbs | reconhecer | A1 | Eu reconheço a voz dela. // I recognize her voice.  (A1)
0146 | verbs | regressar | A1 | Eu regresso a casa. // I return home.  (A1)
0147 | verbs | resolver | A1 | Eu resolvo o problema. // I solve the problem.  (A1)
0148 | verbs | respirar | A1 | Eu respiro fundo. // I breathe deeply.  (A1)
0149 | verbs | responder | A1 | Eu respondo à pergunta. // I answer the question.  (A1)
0150 | verbs | revelar | A1 | Eu revelo o segredo. // I reveal the secret.  (A1)
0151 | verbs | rir | A1 | Eu rio muito. // I laugh a lot.  (A1)
0152 | verbs | roubar | A1 | O ladrão rouba o dinheiro. // The thief steals the money.  (A1)
0153 | verbs | saber | ch.18 | Eu sei tudo sobre história. // I know everything about history.  (ch.18)
0154 | verbs | sair | A1 | Eu saio de casa às oito. // I leave home at eight.  (A1)
0155 | verbs | saltar até a | ch.4 | Eu salto até ao teto. // I jump to the ceiling.  (ch.4)
0156 | verbs | segurar | A1 | Eu seguro o bebé. // I hold the baby.  (A1)
0157 | verbs | sentir | A1 | Eu sinto frio. // I feel cold.  (A1)
0158 | verbs | sentir-se | ch.11 | Eu sinto-me bem. // I feel good.  (ch.11)
0159 | verbs | ser | A1,ch.1 | Eu sou estudante. // I am a student.  (A1) // O João é biólogo. // João is a biologist.  (ch.1)
0160 | verbs | ser capaz de | A1 | Eu sou capaz de nadar. // I am able to swim.  (A1)
0161 | verbs | servir para | A1 | Isto serve para cozinhar. // This is used for cooking.  (A1)
0162 | verbs | ser responsável por | A1 | Eu sou responsável por isto. // I am responsible for this.  (A1)
0163 | verbs | sonhar | A1 | Eu sonho com o mar. // I dream about the sea.  (A1)
0164 | verbs | sorrir | A1 | A menina sorri. // The girl smiles.  (A1)
0165 | verbs | subir | A1 | Eu subo as escadas. // I go up the stairs.  (A1)
0166 | verbs | telefonar a | A1 | Eu telefono à minha mãe. // I call my mother.  (A1)
0167 | verbs | tentar | ch.5 | Eu tento acabar o exercício. // I try to finish the exercise.  (ch.5)
0168 | verbs | ter | A1 | Eu tenho um carro. // I have a car.  (A1) // Eu tenho dois irmãos. // I have two brothers.  (A1)
0169 | verbs | ter a ver com | A1 | Isto tem a ver com o trabalho. // This has to do with work.  (A1)
0170 | verbs | ter de | A1 | Eu tenho de estudar hoje. // I have to study today.  (A1)
0171 | verbs | ter medo de | A1 | Eu tenho medo de aranhas. // I am afraid of spiders.  (A1)
0172 | verbs | ter um encontro | A1 | Eu tenho um encontro às oito. // I have a date at eight.  (A1)
0173 | verbs | tirar de | ch.11 | Ele tira a caneta da mala. // He takes the pen from the bag.  (ch.11)
0174 | verbs | tocar em | A1 | O médico toca no braço. // The doctor touches the arm.  (A1)
0175 | verbs | tomar | A1 | Eu tomo um café de manhã. // I have a coffee in the morning.  (A1)
0176 | verbs | trabalhar | A1 | Eu trabalho num banco. // I work in a bank.  (A1)
0177 | verbs | trazer | A1 | Eu trago o pão. // I bring the bread.  (A1)
0178 | verbs | ultrapassar | A1 | O carro ultrapassa o camião. // The car overtakes the truck.  (A1)
0179 | verbs | vender | A1 | Eu vendo o carro. // I sell the car.  (A1)
0180 | verbs | ver | A1,ch.2 | Eu vejo o mar. // I see the sea.  (ch.2) // Eu vejo a televisão. // I watch television.  (A1)
0181 | verbs | vestir | A1 | Eu visto o casaco. // I put on the coat.  (A1)
0182 | verbs | viajar | A1 | Eu viajo para Portugal. // I travel to Portugal.  (A1)
0183 | verbs | vir | ch.4 | A encomenda vem hoje. // The order comes today.  (ch.4)
0184 | verbs | virar-se | A1 | Ela vira-se para trás. // She turns around.  (A1)
0185 | verbs | viver | A1 | Eu vivo em Lisboa. // I live in Lisbon.  (A1)
0186 | nouns | arqueologia | - | A arqueologia é importante. // Archeology is important.  (arqueologia, f)
0187 | nouns | arte | - | A arte é importante. // Art is important.  (arte, f)
0188 | nouns | aventura | - | A aventura é importante. // Adventure is important.  (aventura, f)
0189 | nouns | burocracia | - | A burocracia é importante. // Bureaucracy is important.  (burocracia, f)
0190 | nouns | ciência | - | A ciência é importante. // Science is important.  (ciência, f)
0191 | nouns | coincidência | - | A coincidência é importante. // Coincidence is important.  (coincidência, f)
0192 | nouns | explicação | - | A explicação é importante. // Explanation is important.  (explicação, f)
0193 | nouns | hipótese | - | A hipótese é importante. // Hypothesis is important.  (hipótese, f)
0194 | nouns | história | - | A história é importante. // History is important.  (história, f)
0195 | nouns | informação | - | A informação é importante. // Information is important.  (informação, f)
0196 | nouns | lenda | - | A lenda é importante. // Legend is important.  (lenda, f)
0197 | nouns | literatura | - | A literatura é importante. // Literature is important.  (literatura, f)
0198 | nouns | matemática | - | A matemática é importante. // Mathematics is important.  (matemática, f)
0199 | nouns | mistério | - | O mistério é importante. // Mystery is important.  (mistério, m)
0200 | nouns | mito | - | O mito é importante. // Myth is important.  (mito, m)
0201 | nouns | notícia | - | A notícia é importante. // News is important.  (notícia, f)
0202 | nouns | oportunidade | - | A oportunidade é importante. // Opportunity is important.  (oportunidade, f)
0203 | nouns | paciência | - | A paciência é importante. // Patience is important.  (paciência, f)
0204 | nouns | palavra | - | A palavra é importante. // Word is important.  (palavra, f)
0205 | nouns | piada | - | A piada é importante. // Joke is important.  (piada, f)
0206 | nouns | poesia | - | A poesia é importante. // Poetry is important.  (poesia, f)
0207 | nouns | proposta | - | A proposta é importante. // Proposal is important.  (proposta, f)
0208 | nouns | salvação | - | A salvação é importante. // Salvation is important.  (salvação, f)
0209 | nouns | segredo | - | O segredo é importante. // Secret is important.  (segredo, m)
0210 | nouns | significado | - | O significado é importante. // Meaning is important.  (significado, m)
0211 | nouns | símbolo | - | O símbolo é importante. // Symbol is important.  (símbolo, m)
0212 | nouns | sonho | - | O sonho é importante. // Dream is important.  (sonho, m)
0213 | nouns | teoria | - | A teoria é importante. // Theory is important.  (teoria, f)
0214 | nouns | texto | - | O texto é importante. // Text is important.  (texto, m)
0215 | nouns | vida | - | A vida é importante. // Life is important.  (vida, f)
0216 | nouns | alforreca | - | Eu vejo a alforreca. // I see the jellyfish.  (alforreca, f)
0217 | nouns | alga | - | Eu vejo a alga. // I see the seaweed.  (alga, f)
0218 | nouns | ar | - | Eu vejo o ar. // I see the air.  (ar, m)
0219 | nouns | cachalote | - | Eu vejo o cachalote. // I see the sperm whale.  (cachalote, m)
0220 | nouns | campo | - | Eu vejo o campo. // I see the countryside.  (campo, m)
0221 | nouns | cão | - | Eu vejo o cão. // I see the dog.  (cão, m)
0222 | nouns | céu | - | Eu vejo o céu. // I see the sky.  (céu, m)
0223 | nouns | cobra | - | Eu vejo a cobra. // I see the snake.  (cobra, f)
0224 | nouns | coral | - | Eu vejo o coral. // I see the coral.  (coral, m)
0225 | nouns | criatura | - | Eu vejo a criatura. // I see the creature.  (criatura, f)
0226 | nouns | erva | - | Eu vejo a erva. // I see the grass.  (erva, f)
0227 | nouns | estrela | - | Eu vejo a estrela. // I see the star.  (estrela, f)
0228 | nouns | flor | - | Eu vejo a flor. // I see the flower.  (flor, f)
0229 | nouns | gato | - | Eu vejo o gato. // I see the cat.  (gato, m)
0230 | nouns | grau | - | Eu vejo o grau. // I see the degree.  (grau, m)
0231 | nouns | ilha | - | Eu vejo a ilha. // I see the island.  (ilha, f)
0232 | nouns | lula | - | Eu vejo a lula. // I see the squid.  (lula, f)
0233 | nouns | madeira | - | Eu vejo a madeira. // I see the wood.  (madeira, f)
0234 | nouns | mar | - | Eu vejo o mar. // I see the sea.  (mar, m)
0235 | nouns | natureza | - | Eu vejo a natureza. // I see the nature.  (natureza, f)
0236 | nouns | nuvem | - | Eu vejo a nuvem. // I see the cloud.  (nuvem, f)
0237 | nouns | pássaro | - | Eu vejo o pássaro. // I see the bird.  (pássaro, m)
0238 | nouns | pedra | - | Eu vejo a pedra. // I see the stone.  (pedra, f)
0239 | nouns | planta | - | Eu vejo a planta. // I see the plant.  (planta, f)
0240 | nouns | praia | - | Eu vejo a praia. // I see the beach.  (praia, f)
0241 | nouns | rato | - | Eu vejo o rato. // I see the mouse.  (rato, m)
0242 | nouns | sol | - | Eu vejo o sol. // I see the sun.  (sol, m)
0243 | nouns | temperatura | - | Eu vejo a temperatura. // I see the temperature.  (temperatura, f)
0244 | nouns | tempo | - | Eu vejo o tempo. // I see the weather.  (tempo, m)
0245 | nouns | vento | - | Eu vejo o vento. // I see the wind.  (vento, m)
0246 | nouns | barba | - | Eu vejo a barba. // I see the beard.  (barba, f)
0247 | nouns | barriga | - | Eu vejo a barriga. // I see the belly.  (barriga, f)
0248 | nouns | bebé | - | Eu vejo o bebé. // I see the baby.  (bebé, m)
0249 | nouns | boca | - | Eu vejo a boca. // I see the mouth.  (boca, f)
0250 | nouns | braço | - | Eu vejo o braço. // I see the arm.  (braço, m)
0251 | nouns | cabeça | - | Eu vejo a cabeça. // I see the head.  (cabeça, f)
0252 | nouns | cabelo | - | Eu vejo o cabelo. // I see the hair.  (cabelo, m)
0253 | nouns | cara | - | Eu vejo a cara. // I see the face.  (cara, f)
0254 | nouns | costas | - | Eu vejo as costas. // I see the back.  (costas, pl)
0255 | nouns | criança | - | Eu vejo a criança. // I see the child.  (criança, f)
0256 | nouns | dente | - | Eu vejo o dente. // I see the tooth.  (dente, m)
0257 | nouns | homem | - | Eu vejo o homem. // I see the man.  (homem, m)
0258 | nouns | humano | - | Eu vejo o humano. // I see the human.  (humano, m)
0259 | nouns | lábio | - | Eu vejo o lábio. // I see the lip.  (lábio, m)
0260 | nouns | mão | - | Eu vejo a mão. // I see the hand.  (mão, f)
0261 | nouns | mulher | - | Eu vejo a mulher. // I see the woman.  (mulher, f)
0262 | nouns | nariz | - | Eu vejo o nariz. // I see the nose.  (nariz, m)
0263 | nouns | olho | - | Eu vejo o olho. // I see the eye.  (olho, m)
0264 | nouns | ombro | - | Eu vejo o ombro. // I see the shoulder.  (ombro, m)
0265 | nouns | pele | - | Eu vejo a pele. // I see the skin.  (pele, f)
0266 | nouns | perna | - | Eu vejo a perna. // I see the leg.  (perna, f)
0267 | nouns | pescoço | - | Eu vejo o pescoço. // I see the neck.  (pescoço, m)
0268 | nouns | pessoa | - | Eu vejo a pessoa. // I see the person.  (pessoa, f)
0269 | nouns | pulmão | - | Eu vejo o pulmão. // I see the lung.  (pulmão, m)
0270 | nouns | rapariga | - | Eu vejo a rapariga. // I see the girl.  (rapariga, f)
0271 | nouns | sangue | - | Eu vejo o sangue. // I see the blood.  (sangue, m)
0272 | nouns | arco | - | Eu vejo o arco. // I see the arch.  (arco, m)
0273 | nouns | atração | - | Eu vejo a atração. // I see the attraction.  (atração, f)
0274 | nouns | aula | - | Eu vejo a aula. // I see the class.  (aula, f)
0275 | nouns | banco | - | Eu vejo o banco. // I see the bank.  (banco, m)
0276 | nouns | biblioteca | - | Eu vejo a biblioteca. // I see the library.  (biblioteca, f)
0277 | nouns | bilhete | - | Eu vejo o bilhete. // I see the ticket.  (bilhete, m)
0278 | nouns | café | - | Eu vejo o café. // I see the coffee.  (café, m)
0279 | nouns | cais | - | Eu vejo o cais. // I see the pier.  (cais, m)
0280 | nouns | caminho | - | Eu vejo o caminho. // I see the path.  (caminho, m)
0281 | nouns | cêntimo | - | Eu vejo o cêntimo. // I see the cent.  (cêntimo, m)
0282 | nouns | cidade | - | Eu vejo a cidade. // I see the city.  (cidade, f)
0283 | nouns | cinema | - | Eu vejo o cinema. // I see the movie theater.  (cinema, m)
0284 | nouns | correios | - | Eu vejo os correios. // I see the post office.  (correios, pl)
0285 | nouns | conta | - | Eu vejo a conta. // I see the check.  (conta, f)
0286 | nouns | cúpula | - | Eu vejo a cúpula. // I see the dome.  (cúpula, f)
0287 | nouns | dinheiro | - | Eu vejo o dinheiro. // I see the money.  (dinheiro, m)
0288 | nouns | edifício | - | Eu vejo o edifício. // I see the building.  (edifício, m)
0289 | nouns | escola | - | Eu vejo a escola. // I see the school.  (escola, f)
0290 | nouns | espetáculo | - | Eu vejo o espetáculo. // I see the show.  (espetáculo, m)
0291 | nouns | estação | - | Eu vejo a estação. // I see the station.  (estação, f)
0292 | nouns | farmácia | - | Eu vejo a farmácia. // I see the pharmacy.  (farmácia, f)
0293 | nouns | ginásio | - | Eu vejo o ginásio. // I see the gym.  (ginásio, m)
0294 | nouns | hospital | - | Eu vejo o hospital. // I see the hospital.  (hospital, m)
0295 | nouns | hotel | - | Eu vejo o hotel. // I see the hotel.  (hotel, m)
0296 | nouns | jardim | - | Eu vejo o jardim. // I see the garden.  (jardim, m)
0297 | nouns | livraria | - | Eu vejo a livraria. // I see the bookstore.  (livraria, f)
0298 | nouns | lugar | - | Eu vejo o lugar. // I see the place.  (lugar, m)
0299 | nouns | mapa | - | Eu vejo o mapa. // I see the map.  (mapa, m)
0300 | nouns | moeda | - | Eu vejo a moeda. // I see the coin.  (moeda, f)
0301 | nouns | morada | - | Eu vejo a morada. // I see the address.  (morada, f)
0302 | nouns | museu | - | Eu vejo o museu. // I see the museum.  (museu, m)
0303 | nouns | palácio | - | Eu vejo o palácio. // I see the palace.  (palácio, m)
0304 | nouns | paragem | - | Eu vejo a paragem. // I see the bus stop.  (paragem, f)
0305 | nouns | parque | - | Eu vejo o parque. // I see the park.  (parque, m)
0306 | nouns | polícia | - | Eu vejo a polícia. // I see the police (institution).  (polícia, f)
0307 | nouns | polícia | - | Eu vejo o polícia. // I see the police officer.  (polícia, m)
0308 | nouns | ponte | - | Eu vejo a ponte. // I see the bridge.  (ponte, f)
0309 | nouns | preço | - | Eu vejo o preço. // I see the price.  (preço, m)
0310 | nouns | reserva | - | Eu vejo a reserva. // I see the reservation.  (reserva, f)
0311 | nouns | restaurante | - | Eu vejo o restaurante. // I see the restaurant.  (restaurante, m)
0312 | nouns | rua | - | Eu vejo a rua. // I see the road.  (rua, f)
0313 | nouns | supermercado | - | Eu vejo o supermercado. // I see the supermarket.  (supermercado, m)
0314 | nouns | templo | - | Eu vejo o templo. // I see the temple.  (templo, m)
0315 | nouns | torre | - | Eu vejo a torre. // I see the tower.  (torre, f)
